left,right,confidence_score
54836,45946,1.0
54759,45946,1.0
39009,29125,1.0
40226,31098,1.0
40419,10943,1.0
41029,52787,1.0
59642,70424,1.0
69881,2970,1.0
43374,2887,1.0
44150,60401,1.0
62406,12717,1.0
48645,4789,1.0
48832,3250,1.0
61607,83434,1.0
83630,25040,1.0
51317,88388,1.0
51474,42551,1.0
51500,11154,1.0
52982,72693,1.0
55676,46714,1.0
56077,94304,1.0
56507,50131,1.0
49601,24462,1.0
50433,75423,1.0
50434,83689,1.0
50534,4994,1.0
59352,67861,1.0
51152,10679,1.0
58824,86959,1.0
79870,35488,1.0
51828,82157,1.0
51888,56442,1.0
51889,56442,1.0
58149,29484,1.0
78947,58073,1.0
58094,86959,1.0
77239,70992,1.0
74608,2970,1.0
56689,48996,1.0
52340,3214,1.0
52341,33037,1.0
56663,56609,1.0
56621,56609,1.0
52643,39175,1.0
52804,36536,1.0
68826,447,1.0
68941,83093,1.0
80847,9571,1.0
81418,39634,1.0
52475,45205,1.0
53195,61860,1.0
82804,11443,1.0
53993,75432,1.0
54107,89521,1.0
54524,51839,1.0
39394,5577,1.0
82682,11443,1.0
39515,15634,1.0
40554,77870,1.0
40680,24131,1.0
81257,87191,1.0
42202,26837,1.0
42500,13757,1.0
81164,39634,1.0
43366,94113,1.0
43367,94113,1.0
43939,6023,1.0
44809,9722,1.0
45750,50896,1.0
45971,12680,1.0
46127,45356,1.0
46128,45356,1.0
46666,60974,1.0
51732,19461,1.0
51691,91846,1.0
81950,21419,1.0
82462,29052,1.0
55454,25725,1.0
86179,43259,1.0
86175,43259,1.0
47521,12815,1.0
48140,87558,1.0
49141,85265,1.0
85197,33234,1.0
50010,87558,1.0
85184,44027,1.0
50248,14752,1.0
50249,14752,1.0
84487,6828,1.0
50519,51032,1.0
84393,16752,1.0
83550,41509,1.0
84122,48833,1.0
56351,62898,1.0
51239,86008,1.0
83806,33234,1.0
83724,17928,1.0
51379,19461,1.0
83566,18784,1.0
51403,6837,1.0
46913,12680,1.0
80495,28119,1.0
48422,82980,1.0
85511,86031,1.0
74557,11519,1.0
73610,19569,1.0
84056,86394,1.0
83668,90498,1.0
83278,39148,1.0
73358,92736,1.0
73251,26503,1.0
73211,26503,1.0
72866,1003,1.0
72205,12207,1.0
41283,35959,1.0
41307,14720,1.0
41310,15455,1.0
71417,2614,1.0
41540,35959,1.0
71043,5282,1.0
71031,19919,1.0
81611,90498,1.0
70000,34638,1.0
69999,34638,1.0
81335,32706,1.0
69510,85080,1.0
81034,1391,1.0
74563,32735,1.0
75118,28350,1.0
48423,82980,1.0
53858,50942,1.0
80023,73376,1.0
48748,64409,1.0
73659,86408,1.0
51133,662,1.0
79957,26297,1.0
69413,86408,1.0
62619,76575,1.0
79325,22294,1.0
78440,14640,1.0
78433,14640,1.0
56822,28799,1.0
86246,86031,1.0
78231,42567,1.0
86082,85210,1.0
77472,91387,1.0
51613,662,1.0
51681,46392,1.0
52949,62274,1.0
76473,81756,1.0
53098,88829,1.0
53151,88829,1.0
75299,11519,1.0
75168,5282,1.0
56730,83434,1.0
83294,83997,1.0
52507,3241,1.0
57185,69705,1.0
59639,66771,1.0
81029,9618,1.0
73446,26689,1.0
59025,5410,1.0
58666,5410,1.0
58201,61477,1.0
73259,44930,1.0
57895,70119,1.0
69380,20023,1.0
57203,38091,1.0
57186,69705,1.0
57064,38091,1.0
64332,23512,1.0
46863,56918,1.0
47340,56918,1.0
48149,45417,1.0
57062,11397,1.0
84145,15514,1.0
48615,53831,1.0
48623,53831,1.0
57061,11397,1.0
50273,57638,1.0
50589,58543,1.0
51462,57638,1.0
59820,18192,1.0
59829,18192,1.0
45803,13454,1.0
83626,29583,1.0
61771,92628,1.0
66063,52197,1.0
63678,93959,1.0
60619,13873,1.0
49437,82226,1.0
63228,23376,1.0
62928,7169,1.0
62870,50770,1.0
50011,84443,1.0
62773,7169,1.0
60058,41578,1.0
61213,54504,1.0
50363,90934,1.0
57920,78787,1.0
51255,23095,1.0
57250,13873,1.0
53713,41398,1.0
61140,87112,1.0
60895,87112,1.0
55276,74835,1.0
60613,50770,1.0
85077,29583,1.0
43660,40572,1.0
51492,78599,1.0
56375,67914,1.0
52142,40151,1.0
82560,4974,1.0
81298,15514,1.0
43156,47594,1.0
82546,4974,1.0
43669,15335,1.0
80929,17480,1.0
43969,15321,1.0
78942,17480,1.0
44978,47594,1.0
78912,62301,1.0
45206,58429,1.0
46056,15335,1.0
81953,394,1.0
76445,33567,1.0
46161,41399,1.0
46238,14334,1.0
46325,48388,1.0
46583,14334,1.0
47640,9237,1.0
47771,48388,1.0
48643,24455,1.0
48823,24455,1.0
50199,30162,1.0
50373,14834,1.0
42719,55558,1.0
42123,26164,1.0
56278,66771,1.0
42118,26164,1.0
56237,85679,1.0
52884,68726,1.0
55648,61477,1.0
39334,21632,1.0
55233,50003,1.0
39379,60099,1.0
54699,37731,1.0
39380,60099,1.0
54637,63811,1.0
82042,86771,1.0
39766,15702,1.0
39767,15702,1.0
39884,48580,1.0
85074,88751,1.0
85058,88751,1.0
84738,6029,1.0
39888,48580,1.0
40220,52203,1.0
40349,20532,1.0
41176,43080,1.0
41179,43080,1.0
41419,51532,1.0
41875,37098,1.0
47876,19759,1.0
46711,55022,1.0
86570,22447,1.0
44839,47803,1.0
76643,19269,1.0
76623,58376,1.0
76602,21028,1.0
40512,46080,1.0
80981,26497,1.0
80278,71640,1.0
43192,41215,1.0
80277,71640,1.0
43208,7862,1.0
43716,9430,1.0
43717,9430,1.0
44859,49439,1.0
45657,55022,1.0
74153,84037,1.0
73967,63384,1.0
80052,18838,1.0
45237,7862,1.0
73893,88142,1.0
45451,49439,1.0
73795,20666,1.0
46346,7583,1.0
73368,40164,1.0
46352,7583,1.0
46787,58285,1.0
76737,58376,1.0
40153,68775,1.0
39421,68775,1.0
38992,46080,1.0
39182,22360,1.0
39455,53195,1.0
86478,65797,1.0
40513,84898,1.0
81248,87439,1.0
81247,87439,1.0
40763,22360,1.0
41615,53195,1.0
78560,81155,1.0
45357,51856,1.0
45871,69335,1.0
47136,39680,1.0
49113,51856,1.0
86023,57514,1.0
40717,19086,1.0
85837,81939,1.0
85148,81879,1.0
84789,49710,1.0
81867,75688,1.0
48351,4631,1.0
49503,49451,1.0
52085,93291,1.0
53153,72186,1.0
78220,63061,1.0
47195,1684,1.0
47712,10254,1.0
46539,39966,1.0
69913,81200,1.0
60201,65509,1.0
67669,34163,1.0
67666,34163,1.0
51467,21506,1.0
67469,71255,1.0
67465,71255,1.0
67442,23376,1.0
52418,93338,1.0
69481,32100,1.0
39335,25272,1.0
68525,21704,1.0
42002,10483,1.0
66131,87843,1.0
42020,2654,1.0
42516,10628,1.0
66425,56722,1.0
65327,23512,1.0
42821,10628,1.0
65196,87843,1.0
64999,8328,1.0
61401,92628,1.0
44178,10483,1.0
67866,88142,1.0
44128,27505,1.0
48115,85079,1.0
71958,11132,1.0
49691,37092,1.0
77513,91623,1.0
51674,23263,1.0
70410,23353,1.0
76771,18838,1.0
51752,56482,1.0
52951,2651,1.0
76390,30468,1.0
54042,28383,1.0
54161,88769,1.0
39493,72323,1.0
40375,79456,1.0
40381,79456,1.0
69039,70709,1.0
59104,70658,1.0
41023,84172,1.0
68250,907,1.0
41134,72323,1.0
68116,69027,1.0
41449,34874,1.0
41577,84172,1.0
72942,11132,1.0
68035,69027,1.0
55948,17280,1.0
84300,29052,1.0
47216,85265,1.0
45675,94102,1.0
70561,76521,1.0
42197,80854,1.0
43750,55696,1.0
4297,33230,1.0
4288,28540,1.0
44219,14322,1.0
44311,37918,1.0
44385,94102,1.0
69286,63014,1.0
45185,4168,1.0
69086,27074,1.0
46438,37918,1.0
73969,15188,1.0
4287,28540,1.0
67995,91967,1.0
47405,8471,1.0
50442,39106,1.0
51129,23845,1.0
4213,27520,1.0
67452,48620,1.0
52679,27434,1.0
67404,91967,1.0
53320,27434,1.0
38987,36082,1.0
41854,11787,1.0
72235,63208,1.0
4300,33230,1.0
39962,38686,1.0
71296,64014,1.0
6466,80672,1.0
6312,28627,1.0
6112,43843,1.0
50423,19791,1.0
50529,2188,1.0
5597,36403,1.0
71705,23422,1.0
51726,84808,1.0
51984,69345,1.0
71766,21658,1.0
52577,56161,1.0
53716,66550,1.0
71859,48620,1.0
71523,63685,1.0
53883,41238,1.0
71085,59040,1.0
53900,29490,1.0
54231,66550,1.0
54321,64355,1.0
54493,41238,1.0
39251,38470,1.0
39254,38470,1.0
39513,57698,1.0
39858,60271,1.0
39860,60271,1.0
64740,52074,1.0
3490,38558,1.0
47017,55570,1.0
48295,45143,1.0
48317,38326,1.0
48349,67962,1.0
75283,21183,1.0
75308,20344,1.0
49080,45143,1.0
51609,89569,1.0
51740,63172,1.0
51746,63172,1.0
52241,77690,1.0
39378,40705,1.0
75504,74523,1.0
63184,29723,1.0
62949,89678,1.0
40182,27172,1.0
40619,40705,1.0
40778,41222,1.0
41845,72479,1.0
42755,56263,1.0
43244,60048,1.0
43732,56263,1.0
45248,30077,1.0
45116,4802,1.0
40062,76725,1.0
44706,9885,1.0
40092,50916,1.0
40411,9885,1.0
40744,53782,1.0
40880,76725,1.0
